name,symptom,drug
肘外翻,"['手内肌萎缩', '无力', '肌性肌无力', '起点', '肘部外翻角增大', '病理性神经损伤', '感觉障碍']","['骨折挫伤胶囊', '复方三七胶囊', '麝香接骨胶囊', '接骨丸', '骨松宝胶囊', '双虎肿痛宁', '跌打丸', '独一味颗粒', '骨肽片', '伤科七味片', '舒筋活血片', '三七片', '8-11', '伤科跌打丸', '接骨七厘片', '灵仙跌打片', '骨炎灵片', '伤科跌打片', '舒筋活血胶囊', '跌打损伤丸']"
足舟状骨骨软骨病,"['足趾伸屈时足部疼痛', '足部肿胀压痛']","['小儿四维葡钙颗粒', '阿法骨化醇片', '醋酸钙颗粒', '阿法骨化醇胶囊', '龙牡壮骨颗粒', '维B1乳酸钙片', '三维鱼肝油乳', '阿法骨化醇软胶囊']"
姿态性腰腿痛,"['无力', '紧张', '大腿酸痛', '肌肉紧张性疼痛', '下腰部疼痛', '大腿疼痛']","['大活络丸', '红药片', '活血跌打丸', '麝香壮骨膏', '洛索洛芬钠胶囊', '布洛芬凝胶', '舒筋活血片', '威灵骨刺膏', '生三七散', '吲哚美辛肠溶片', '伤科跌打丸', '关节镇痛膏', '腰息痛胶囊', '伤科跌打片', '复方水杨酸甲酯苯海拉明喷雾剂', '消炎镇痛膏', '腰痛片']"
周围性软骨肉瘤,"['中心性钙化', '骨骼肿块', '结节', '生长缓慢']","['复方环磷酰胺片', '甲氨蝶呤片', '转移因子注射液', '顺铂注射液']"
致密性髂骨炎,"['腰背酸痛', '骨质破坏', '骨硬化']","['通滞苏润江胶囊', '奥沙普秦肠溶片', '吡罗昔康片', '双蚁祛湿通络胶囊', '阿司匹林肠溶胶囊', '麝香壮骨膏', '洛索洛芬钠胶囊', '盐酸左氧氟沙星胶囊', '骨肽片', '注射用头孢唑林钠', '布洛芬缓释胶囊', '骨筋丸胶囊', '酮洛芬缓释胶囊', '布洛芬凝胶', '抗骨增生片', '双醋瑞因胶囊', '氧氟沙星片', '尼美舒利胶囊', '消炎镇痛膏', '乳酸左氧氟沙星片']"
跖趾关节痛,['神经痛'],"['骨刺片', '吡罗昔康片', '吲哚美辛贴片', '注射用重组人Ⅱ型肿瘤坏死因子受体-抗体融合蛋白', '氨糖美辛肠溶片', '骨肽片', '天麻胶囊', '来氟米特片', '洛索洛芬钠胶囊', '硫唑嘌呤片', '调元大补二十五味汤散', '天麻头风灵片', '鹿瓜多肽注射液', '奥沙普秦肠溶片', '阿司匹林肠溶胶囊', '胸腺肽肠溶片', '酮洛芬缓释胶囊', '通滞苏润江胶囊', '布洛芬缓释胶囊', '风湿圣药胶囊', '去痛片', '尼美舒利胶囊']"
闭合性脑外伤,"['休克', '运动损伤', '呼吸异常', '意识障碍', '颅内压增高', '瞳孔异常', '鼻出血']","['盐酸甲氯芬酯胶囊', '艾地苯醌片', '复方吡拉西坦脑蛋白水解物片', '盐酸乙哌立松片', '奥拉西坦胶囊', '甲磺酸二氢麦角碱缓释胶囊', '血府逐瘀颗粒', '七厘散', '三七片', '吡拉西坦胶囊', '胞磷胆碱钠片', '巴氯芬片', '桂利嗪片', '吡拉西坦分散片', '吡拉西坦片']"
鼻窦创伤,"['鼻翼上方缺损', '鼻裂', '鼻窦压痛', '脑脊液鼻漏', '捻发音', '鼻根部水肿', '粉碎性骨折', '鼻窦气压伤', '复视', '鼻出血']","['三七片', '三七胶囊', '生三七散', '伤科接骨片']"
鼻疖,"['颌下淋巴结肿大压痛', '鼻内痛', '败血症', '低热', '疖肿']","['芩连片', '消炎片', '三黄片', '牛黄解毒丸', '如意金黄散', '四季三黄片', '鱼石脂软膏', '芩连丸', '清肺抑火片']"
鼻窦气压性创伤,"['鼻端缺损', '创伤', '钝痛', '气压伤', '剧痛', '鼻内痛', '鼻窦气压伤', '鼻塞', '鼻分泌物增多', '继发感染']","['注射用盐酸溴己新', '云南花粉片']"
爆震性耳聋,"['昏迷', '耳痛', '耳聋', '耳鸣', '头昏', '鼓膜充血']","['当归龙荟胶囊', '益气聪明丸', '补肾丸', '耳聋左慈丸', '龙胆泻肝丸', '尼群地平片', '耳聋通窍丸', '人参鹿茸丸', '愈风宁心片', '补肾益脑胶囊', '龙胆泻肝片', '磁朱丸']"
创伤性溃疡,"['创伤', '淋巴结肿大', '喉部刺痛', '粘膜充血', '组织坏死', '伤口愈合发痒', '血疱', '持续性疼痛', '继发感染']","['黄连上清片', '蜂胶片', '上清丸', '清火栀麦片', '牛黄解毒丸', '牛黄解毒片', '胸腺肽肠溶片', '知柏地黄丸', '复方氯己定含漱液', '清胃黄连丸', '甘草锌颗粒', '穿心莲片', '度米芬含片', '溶菌酶含片', '小儿化毒散', '栀子金花丸', '甘草锌胶囊', '清肺抑火片', '金菊五花茶颗粒']"
尺神经损伤,"['无力', '小指感觉消失', '拇指和食指不能...', '不能向尺侧屈腕...', '病理性神经损伤', '感觉障碍']",[]
创伤性鼻中隔穿孔,"['鼻端缺损', '创伤', '鼻翼上方缺损', '鼻中隔向一侧或...', '鼻端形态不佳', '鼻粘膜干燥发痒', '鼻内痛', '嗅觉障碍', '鼻孔外露', '鼻出血']","['三七片', '三七胶囊', '生三七散', '伤科接骨片']"
创伤性鼻出血,"['鼻中隔向一侧或...', '凝血障碍', '反复鼻出血', '鼻内痛', '鼻中隔穿孔', '鼻翼边缘缺损', '鼻孔外露', '鼻翼上方缺损', '鼻出血']","['三七片', '三七胶囊', '生三七散', '伤科接骨片']"
电击伤,"['呆滞', '耳聋', '肠道功能紊乱', '面色苍白', '肠穿孔', '抽搐', '蛋白尿']","['复方鱼肝油氧化锌软膏', '林可霉素利多卡因凝胶', 'SP', '创灼膏', '聚甲酚磺醛溶液', '烫伤油', '红霉素软膏', '依诺沙星乳膏', '积雪苷片', 'TPF', '积雪苷霜软膏', '甲紫溶液', '三黄珍珠膏', '解毒烧伤软膏', '聚维酮碘溶液']"
非冻结性冷伤,"['手指或手臂部刺...', '冻疮', '手背部皮肤发红肿胀', '手冻伤', '脸裂', '脚冻伤', '瘙痒']","['复方鱼肝油氧化锌软膏', '创灼膏', '肌醇烟酸酯片', '冻疮膏', '甲磺酸二氢麦角碱缓释胶囊', '辣椒风湿膏', '云香精', '肝素钠乳膏', '解痉镇痛酊', '氧氟沙星凝胶', '消肿止痛酊', '氟轻松维B6乳膏', '风痛灵']"
腹部创伤,"['腹部压痛', '肝浊音界缩小或消失', '肠鸣', '腹部“柔韧感”体征', '伤口愈合发痒', '腹肌紧张', '腹痛', '肠麻痹', '十二指肠高度扩张']","['硫酸西索米星注射液', '注射用硫酸核糖霉素', '盐酸多西环素胶丸', '注射用头孢哌酮钠', '曲匹布通片', '硫酸奈替米星注射液']"
鼓膜外伤,"['耳溢液', '耳漏', '耳痛', '耳聋', '听力减退', '耳鸣', '血痂', '恶心', '眩晕']","['外用重组人表皮生长因子', '匹多莫德胶囊', '注射用头孢呋辛钠']"
喉部创伤,"['伤口感染', '闫铁', '讲话频率小，不...', '骨膜炎', '呼吸困难', '呼吸道阻塞', '咯血', '发音改变', '发音障碍']",[]
急性失血所致贫血,"['心排血量减少', '休克', '面色苍白', '失血过多后贫血', '脉搏细速']","['胎宝胶囊', '天王补心丸', '阿胶补血膏', '参茸卫生丸', '十全大补酒', '八珍颗粒', '当归片', '养血安神片', '十全大补膏', '黄芪精', '八珍益母丸']"
急性单纯外伤性腰腿痛,"['局部压痛', '运动功能障碍', '神经痛', '小腿酸痛', '扭伤', '坐骨神经痛', '大腿疼痛', '腰肌痉挛']","['接骨续筋片', '止血镇痛胶囊', '阿仑膦酸钠片']"
晶体脱位,"['震颤', '近视散光', '复视', '角膜溃疡']","['眼氨肽注射液', '七厘散', '乳酸依沙吖啶溶液', '三七片', '维生素C注射液']"
开放性脑外伤,"['昏迷', '颅内出血', '精神障碍', '呼吸异常', '血压波动大', '意识障碍', '脑膜刺激征', '颅内压增高', '瞳孔异常', '感觉障碍']","['盐酸甲氯芬酯胶囊', '复方吡拉西坦脑蛋白水解物片', '胞磷胆碱钠胶囊', '三七片', '吡拉西坦片']"
开放性手外伤,"['外伤性出血', '细菌感染', '手臂肌肉萎缩', '运动功能障碍', '拇食指捏物功能障碍', '开放性损伤', '手腕长骨刺', '手酸', '手指撞伤']","['复方三七胶囊', '麝香接骨胶囊', '精制狗皮膏', '碘酊', '三七片', '独一味软胶囊', '酮洛芬凝胶', '酊剂', '三七伤药片']"
慢性单纯外伤性腰腿痛,"['腰部酸胀及无力', '背痛', '小腿酸痛', '腿前内侧出现感觉异常', '腰酸', '下腰部疼痛', '代超', '大腿疼痛', '腰肌痉挛']","['阿司匹林片', '活血止痛胶囊', '双氯芬酸钠凝胶', '双氯芬酸钠肠溶片', '布洛芬片', '氯唑沙宗片']"
脓性指头炎,"['手指尖痛或触痛', '发烧', '食欲不振', '乏力', '软组织肿胀']","['阿奇霉素胶囊', '诺氟沙星片', '盐酸克林霉素胶囊', '阿奇霉素分散片', '盐酸环丙沙星片', '阿奇霉素片', '乳酸左氧氟沙星片']"
气压创伤性中耳炎,"['外伤性出血', '耳痛', '创伤', '气压伤', '剧痛', '呕吐', '耳内闭塞感', '耳鸣', '耳鼓膜破裂']","['阿奇霉素片', '阿奇霉素分散片', '阿奇霉素胶囊', '诺氟沙星胶囊']"
强酸类中毒,"['昏迷', '毓卓', '尿闭', '腹泻', '呼吸困难', '呛咳', '喉头痉挛', '腹痛', '便秘', '恶心', '惊厥']","['布美他尼片', '十一味金色丸', '注射用布美他尼', '注射用呋塞米', '盐酸利多卡因注射液', '注射用硫代硫酸钠', '大月晶丸', '仁青芒觉', '注射用鼠神经生长因子', '地塞米松磷酸钠注射液']"
梭状芽胞杆菌伤口感染,"['紫斑', '伤口感染', '坏疽', '组织液渗出', '蜂窝组织炎']","['琥乙红霉素胶囊', '琥乙红霉素片', '红霉素肠溶片', '琥乙红霉素颗粒']"
头皮感染,"['头皮触痛', '头皮血肿', '发烧', '眼睑浮肿', '耳后淋巴结肿大', '头皮痒']","['硝酸咪康唑乳膏', '盐酸特比萘芬片', '硫软膏', '盐酸萘替芬乳膏', '酞丁安乳膏', '水杨酸软膏', '联苯苄唑乳膏', '克霉唑乳膏']"
头外伤,"['头皮下血肿', '休克', '头皮平直裂口', '头皮血肿', '驻站医', '头皮不规则裂口', '头皮撕裂伤', '头皮撕脱伤']","['盐酸甲氯芬酯胶囊', '艾地苯醌片', '复方吡拉西坦脑蛋白水解物片', '盐酸乙哌立松片', '奥拉西坦胶囊', '甲磺酸二氢麦角碱缓释胶囊', '血府逐瘀颗粒', '七厘散', '三七片', '吡拉西坦胶囊', '胞磷胆碱钠片', '巴氯芬片', '桂利嗪片', '吡拉西坦分散片', '吡拉西坦片']"
血胸,"['创伤', '休克', '血压下降', '面色苍白', '呼吸困难', '内出血', '低热', '出冷汗', '呼吸音减弱']",[]
咽部机械性创伤,"['创伤', '休克', '发烧', '呼吸困难', '内出血', '吞咽困难', '瘀斑', '咯血', '瘀血', '继发感染']",[]
腰腿痛,"['神经根激惹症状', '牵涉痛', '钝痛', '驻站医', '右腿酸痛', '腰背酸痛', '大腿酸痛', '背部有隐约麻痛不适', '大腿刺痛', '胀痛', '大腿疼痛']","['大活络丸', '红药片', '活血跌打丸', '麝香壮骨膏', '洛索洛芬钠胶囊', '布洛芬凝胶', '舒筋活血片', '威灵骨刺膏', '生三七散', '吲哚美辛肠溶片', '伤科跌打丸', '关节镇痛膏', '腰息痛胶囊', '伤科跌打片', '复方水杨酸甲酯苯海拉明喷雾剂', '消炎镇痛膏', '腰痛片']"
咽喉部外伤,"['创伤', '休克', '瘫痪', '呼吸困难', '吞咽障碍', '开放性损伤', '吞咽困难', '假声现象', '继发感染', '窒息']",[]
冻僵,"['昏迷', '继发感染', '脸冻伤', '手冻伤', '脸裂', '脚冻伤', '湿性坏疽', '反应迟钝']","['云南白药酊', '肌醇烟酸酯片', '冻疮膏', '烟酸肌醇酯片']"
电烧伤,"['烧伤后恶心与呕吐', '驻站医', '烧伤创面浅咖啡...', '拳状手畸形', '烧伤后尿量减少', '烧伤创面淡黄色...', '少尿', '烧伤创面暗灰或...', '毒血症', '湿性坏疽', '心电图异常']","['复方鱼肝油氧化锌软膏', '林可霉素利多卡因凝胶', 'SP', '创灼膏', '聚甲酚磺醛溶液', '烫伤油', '红霉素软膏', '依诺沙星乳膏', '积雪苷片', 'TPF', '积雪苷霜软膏', '甲紫溶液', '三黄珍珠膏', '解毒烧伤软膏', '聚维酮碘溶液']"
化学烧伤,"['昏迷', '呼吸困难', '磷烧伤合并中毒', '乏力', '心律失常', '恶心', '挛缩性疤痕', '手掌疤痕畸形']","['复方鱼肝油氧化锌软膏', '林可霉素利多卡因凝胶', 'SP', '创灼膏', '聚甲酚磺醛溶液', '烫伤油', '红霉素软膏', '依诺沙星乳膏', '积雪苷片', 'TPF', '积雪苷霜软膏', '甲紫溶液', '三黄珍珠膏', '解毒烧伤软膏', '聚维酮碘溶液']"
热烧伤,"['脉率增快', '酸烧伤', '轻度烧伤', '剧痛', '烦躁不安', '免疫力降低']","['复方鱼肝油氧化锌软膏', '林可霉素利多卡因凝胶', 'SP', '创灼膏', '聚甲酚磺醛溶液', '烫伤油', '红霉素软膏', '依诺沙星乳膏', '积雪苷片', 'TPF', '积雪苷霜软膏', '甲紫溶液', '三黄珍珠膏', '解毒烧伤软膏', '聚维酮碘溶液']"
应激性溃疡,"['创伤', '粘膜充血', '上消化道出血', '低血容量休克', '消化性溃疡', '衣玉品', '黑便', '肝功能衰竭', '肾功能衰竭', '腹膜炎']","['奥美拉唑肠溶片', '盐酸雷尼替丁胶囊', '泮托拉唑钠肠溶胶囊', '奥美拉唑肠溶胶囊', '西咪替丁片']"
烧伤感染,"['烧伤后恶心与呕吐', '烧伤后脉搏增速', '烧伤创面甜腥气...', '驻站医', '烧伤创面粪臭味分泌物', '鼻翼扇动', '磷烧伤合并中毒', '烧伤后尿量减少', '烧伤创面淡黄色...', '烧伤创面暗灰或...', '手掌疤痕畸形']","['复方鱼肝油氧化锌软膏', '林可霉素利多卡因凝胶', 'SP', '创灼膏', '聚甲酚磺醛溶液', '烫伤油', '红霉素软膏', '依诺沙星乳膏', '积雪苷片', 'TPF', '积雪苷霜软膏', '甲紫溶液', '三黄珍珠膏', '解毒烧伤软膏', '聚维酮碘溶液']"
烧伤,"['烧伤后恶心与呕吐', '烧伤创面甜腥气...', '烧伤创面浅咖啡...', '酸烧伤', '剧痛', '烧伤后尿量减少', '烧伤创面淡黄色...', '烧伤后口渴', '烧伤创面暗灰或...', '烧伤后脉搏增速']","['复方鱼肝油氧化锌软膏', '林可霉素利多卡因凝胶', 'SP', '创灼膏', '聚甲酚磺醛溶液', '烫伤油', '红霉素软膏', '依诺沙星乳膏', '积雪苷片', 'TPF', '积雪苷霜软膏', '甲紫溶液', '三黄珍珠膏', '解毒烧伤软膏', '聚维酮碘溶液']"
烧伤休克,"['昏迷', '烧伤后恶心与呕吐', '创伤', '烧伤创面甜腥气...', '烧伤创面浅咖啡...', '呼吸困难', '烧伤后尿量减少', '烧伤创面淡黄色...', '角膜烧伤', '烧伤后脉搏增速']","['乳酸左氧氟沙星氯化钠注射液', '创灼膏', '盐酸左氧氟沙星氯化钠注射液', '盐酸左氧氟沙星片', '维生素C注射液']"
头皮及颅骨烧伤,"['恶心与呕吐', '血压下降', '组织坏死', '心律失常', '组织液渗出']","['乳酸左氧氟沙星氯化钠注射液', '创灼膏', '盐酸左氧氟沙星氯化钠注射液', '盐酸左氧氟沙星片', '维生素C注射液']"
小儿烧伤,"['烧伤创面甜腥气...', '烧伤创面粪臭味分泌物', '肺部感染', '轻度烧伤', '热痛', '烦躁不安', '无尿', '角膜烧伤', '脱水']","['乳酸左氧氟沙星氯化钠注射液', '创灼膏', '盐酸左氧氟沙星氯化钠注射液', '盐酸左氧氟沙星片', '维生素C注射液']"
咽喉烧伤及化学伤,"['休克', '呼吸困难', '组织坏死', '昏睡', '脱水']","['乳酸左氧氟沙星氯化钠注射液', '创灼膏', '盐酸左氧氟沙星氯化钠注射液', '盐酸左氧氟沙星片', '维生素C注射液']"
咽部灼伤,"['出血倾向', '结痂', '呼吸困难', '疤痕形成', '昏睡', '烦躁不安', '舌口及咽部烧灼感', '发音障碍']","['乳酸左氧氟沙星氯化钠注射液', '创灼膏', '盐酸左氧氟沙星氯化钠注射液', '盐酸左氧氟沙星片', '维生素C注射液']"
眼烧伤,"['烫伤', '晶状体混浊', '结膜充血']","['乳酸左氧氟沙星氯化钠注射液', '创灼膏', '盐酸左氧氟沙星氯化钠注射液', '盐酸左氧氟沙星片', '维生素C注射液']"
鸡眼,"['臭汗', '手足多汗', '剧痛', '局部压痛']","['尿素贴膏', '水杨酸苯酚贴膏', '麝香回阳膏']"
疖,"['寒战', '淋巴结肿大', '丘疹', '结节', '畏寒', '毒血症', '疖肿', '脓肿']","['阿奇霉素胶囊', '创灼膏', '头孢拉定颗粒', '麦迪霉素片', '盐酸左氧氟沙星分散片', '诺氟沙星片', '穿心莲内酯片', '盐酸克林霉素棕榈酸酯分散片', '阿奇霉素分散片', '罗红霉素干混悬剂', '复方金银花颗粒', '阿奇霉素片', '盐酸洛美沙星分散片']"
皮肤囊肿,"['囊肿', '继发感染', '囊性肿块']",['普卢利沙星胶囊']
色素痣,"['湿疹', '斑疹', '斑丘疹', '色素斑', '色素脱失', '结节', '痣细胞']",[]
痈,"['寒战', '淋巴结肿大', '剧烈疼痛', '头晕', '低蛋白血症']","['阿奇霉素胶囊', '头孢拉定颗粒', '麦迪霉素片', '乙酰螺旋霉素片', '阿奇霉素分散片', '盐酸克林霉素棕榈酸酯分散片', '阿奇霉素片', '复方金银花颗粒', '氧氟沙星片', '盐酸洛美沙星分散片']"
鼻血管瘤,"['骨质破坏', '囊肿', '继发感染', '复视', '鼻衂', '鼻出血']","['鱼肝油酸钠注射液', '注射用盐酸平阳霉素']"
急性动脉栓塞,"['寒战', '创伤', '电机械分离现象', '间歇性跛行', '大动脉供血障碍', '腹痛', '剧烈疼痛', '毒血症', '感觉障碍']","['阿司匹林肠溶片', '双嘧达莫片', '华法林钠片']"
脑动静脉畸形,"['昏迷', '脑积水', '内出血', '抽搐', '颅内压增高', '感觉障碍']",[]
四肢血管损伤,"['小腿或前臂间隙综合征', '创伤', '外伤性出血', '休克', '官爵银', '血管伤', '血肿形成', '开放性损伤', '剧烈疼痛', '低血压']",['己酮可可碱缓释片']
血管网织细胞瘤,"['颈强直', '共济失调', '内出血', '颅内压增高', '呃逆', '复视', '感觉障碍']",[]
血管肉瘤,"['组织细胞增生', '血管增生', '静脉曲张', '肝下垂']","['鱼肝油酸钠注射液', '注射用盐酸平阳霉素']"
血管活性肠肽瘤,"['低血磷', '分泌性腹泻', '肾结石', '糖耐量降低', '脱水', '低血钾', '代谢性酸中毒', '肾功能衰竭', '低磷血症']","['顺铂注射液', '注射用异环磷酰胺']"
下肢深静脉血栓形成,"['疼痛性股青肿', '腓肠肌压痛', '静脉血栓', '静脉曲张', '持续性疼痛', '湿性坏疽']","['多磺酸粘多糖乳膏', '迈之灵片', '苯丙氨酯片', '复方七叶皂苷钠凝胶', '毛冬青片', '曲克芦丁片', '羟苯磺酸钙胶囊', '痔根断片', '羟苯磺酸钙分散片']"
